county,state,county_code,deaths,population,crude_rate,year,death_rate_lag1
Morgan County,OH,39115,82,14305,573.2,2022,NA
Morrow County,OH,39117,156,35411,440.5,2022,NA
Muskingum County,OH,39119,433,86020,503.4,2022,NA
Noble County,OH,39121,51,14364,355.1,2022,NA
Ottawa County,OH,39123,206,40253,511.8,2022,NA
Paulding County,OH,39125,86,18648,461.2,2022,NA
Perry County,OH,39127,171,36215,472.2,2022,NA
Pickaway County,OH,39129,295,58658,502.9,2022,NA
Pike County,OH,39131,190,27695,686.0,2022,NA
Portage County,OH,39133,706,162583,434.2,2022,NA
Preble County,OH,39135,228,40836,558.3,2022,NA
Putnam County,OH,39137,174,33654,517.0,2022,NA
Richland County,OH,39139,767,120891,634.5,2022,NA
Ross County,OH,39141,436,76420,570.5,2022,NA
Sandusky County,OH,39143,350,58351,599.8,2022,NA
Scioto County,OH,39145,409,74347,550.1,2022,NA
Seneca County,OH,39147,288,54938,524.2,2022,NA
Shelby County,OH,39149,222,48337,459.3,2022,NA
Stark County,OH,39151,1933,369772,522.8,2022,NA
Summit County,OH,39153,2732,538866,507.0,2022,NA
Trumbull County,OH,39155,1218,196800,618.9,2022,NA
Tuscarawas County,OH,39157,505,91776,550.3,2022,NA
Union County,OH,39159,220,60021,366.5,2022,NA
Van Wert County,OH,39161,136,28159,483.0,2022,NA
Vinton County,OH,39163,88,12972,678.4,2022,NA
Warren County,OH,39165,865,238412,362.8,2022,NA
Washington County,OH,39167,361,59652,605.2,2022,NA
Wayne County,OH,39169,570,115694,492.7,2022,NA
Williams County,OH,39171,202,36565,552.4,2022,NA
Wood County,OH,39173,496,131113,378.3,2022,NA
Wyandot County,OH,39175,117,21711,538.9,2022,NA
Adair County,OK,40001,123,21955,560.2,2022,NA
Alfalfa County,OK,40003,31,5718,542.1,2022,NA
Atoka County,OK,40005,94,13912,675.7,2022,NA
Beaver County,OK,40007,22,5207,422.5,2022,NA
Beckham County,OK,40009,117,21468,545.0,2022,NA
Blaine County,OK,40011,62,9447,656.3,2022,NA
Bryan County,OK,40013,246,48998,502.1,2022,NA
Caddo County,OK,40015,166,28684,578.7,2022,NA
Canadian County,OK,40017,526,153192,343.4,2022,NA
Carter County,OK,40019,285,48353,589.4,2022,NA
Cherokee County,OK,40021,253,49019,516.1,2022,NA
Choctaw County,OK,40023,93,14646,635.0,2022,NA
Cimarron County,OK,40025,19,2145,Unreliable,2022,NA
Cleveland County,OK,40027,1050,287066,365.8,2022,NA
Coal County,OK,40029,33,5587,590.7,2022,NA
Comanche County,OK,40031,484,121099,399.7,2022,NA
Cotton County,OK,40033,33,5676,581.4,2022,NA
Craig County,OK,40035,111,14194,782.0,2022,NA
Creek County,OK,40037,412,71485,576.3,2022,NA
Custer County,OK,40039,132,28648,460.8,2022,NA
Delaware County,OK,40041,275,43136,637.5,2022,NA
Dewey County,OK,40043,32,4815,664.6,2022,NA
Ellis County,OK,40045,24,3830,626.6,2022,NA
Garfield County,OK,40047,351,60869,576.6,2022,NA
Garvin County,OK,40049,178,27691,642.8,2022,NA
Grady County,OK,40051,254,55906,454.3,2022,NA
Grant County,OK,40053,26,4372,594.7,2022,NA
Greer County,OK,40055,32,5704,561.0,2022,NA
Harmon County,OK,40057,12,2557,Unreliable,2022,NA
Harper County,OK,40059,19,3611,Unreliable,2022,NA
Haskell County,OK,40061,93,12652,735.1,2022,NA
Hughes County,OK,40063,93,13126,708.5,2022,NA
Jackson County,OK,40065,130,24305,534.9,2022,NA
Jefferson County,OK,40067,42,5949,706.0,2022,NA
Johnston County,OK,40069,74,10824,683.7,2022,NA
Kay County,OK,40071,291,43274,672.5,2022,NA
Kingfisher County,OK,40073,69,15806,436.5,2022,NA
Kiowa County,OK,40075,63,8741,720.7,2022,NA
Latimer County,OK,40077,53,10132,523.1,2022,NA
Le Flore County,OK,40079,284,49935,568.7,2022,NA
Lincoln County,OK,40081,206,35045,587.8,2022,NA
Logan County,OK,40083,184,48777,377.2,2022,NA
Love County,OK,40085,63,10230,615.8,2022,NA
McClain County,OK,40087,189,41348,457.1,2022,NA
McCurtain County,OK,40089,216,32772,659.1,2022,NA
McIntosh County,OK,40091,144,19635,733.4,2022,NA
Major County,OK,40093,39,7579,514.6,2022,NA
Marshall County,OK,40095,102,17114,596.0,2022,NA
Mayes County,OK,40097,214,41152,520.0,2022,NA
Murray County,OK,40099,95,13955,680.8,2022,NA
Muskogee County,OK,40101,426,67610,630.1,2022,NA
Noble County,OK,40103,66,11113,593.9,2022,NA
Nowata County,OK,40105,53,10076,526.0,2022,NA
Okfuskee County,OK,40107,80,11765,680.0,2022,NA
Oklahoma County,OK,40109,3557,804041,442.4,2022,NA
Okmulgee County,OK,40111,274,38234,716.6,2022,NA
Osage County,OK,40113,245,46642,525.3,2022,NA
Ottawa County,OK,40115,189,30879,612.1,2022,NA
Pawnee County,OK,40117,120,16381,732.6,2022,NA
Payne County,OK,40119,281,81755,343.7,2022,NA
Pittsburg County,OK,40121,267,43679,611.3,2022,NA
Pontotoc County,OK,40123,222,38397,578.2,2022,NA
Pottawatomie County,OK,40125,392,72998,537.0,2022,NA
Pushmataha County,OK,40127,82,10970,747.5,2022,NA
Rogers County,OK,40131,468,93155,502.4,2022,NA
Seminole County,OK,40133,175,24248,721.7,2022,NA
Sequoyah County,OK,40135,258,41538,621.1,2022,NA
Stephens County,OK,40137,263,43100,610.2,2022,NA
Texas County,OK,40139,72,19997,360.1,2022,NA
Tillman County,OK,40141,38,7229,525.7,2022,NA
Tulsa County,OK,40143,2792,657589,424.6,2022,NA
Wagoner County,OK,40145,363,82925,437.7,2022,NA
Washington County,OK,40147,297,52222,568.7,2022,NA
Washita County,OK,40149,82,10830,757.2,2022,NA
Woods County,OK,40151,47,8687,541.0,2022,NA
Woodward County,OK,40153,97,19812,489.6,2022,NA
Baker County,OR,41001,100,16284,614.1,2022,NA
Benton County,OR,41003,232,93239,248.8,2022,NA
Clackamas County,OR,41005,1473,421596,349.4,2022,NA
Clatsop County,OR,41007,195,40423,482.4,2022,NA
Columbia County,OR,41009,202,52876,382.0,2022,NA
Coos County,OR,41011,432,64711,667.6,2022,NA
Crook County,OR,41013,130,25105,517.8,2022,NA
Curry County,OR,41015,180,23305,772.4,2022,NA
Deschutes County,OR,41017,624,201769,309.3,2022,NA
Douglas County,OR,41019,683,111364,613.3,2022,NA
Grant County,OR,41023,33,7180,459.6,2022,NA
Harney County,OR,41025,39,7373,529.0,2022,NA
Hood River County,OR,41027,73,23280,313.6,2022,NA
Jackson County,OR,41029,1063,221844,479.2,2022,NA
Jefferson County,OR,41031,93,24856,374.2,2022,NA
Josephine County,OR,41033,532,88053,604.2,2022,NA
Klamath County,OR,41035,378,68739,549.9,2022,NA
Lake County,OR,41037,57,7949,717.1,2022,NA
Lane County,OR,41039,1783,382986,465.6,2022,NA
Lincoln County,OR,41041,307,50583,606.9,2022,NA
Linn County,OR,41043,610,131054,465.5,2022,NA
Malheur County,OR,41045,136,30983,439.0,2022,NA
Marion County,OR,41047,1391,349204,398.3,2022,NA
Morrow County,OR,41049,50,11700,427.4,2022,NA
Multnomah County,OR,41051,2539,815637,311.3,2022,NA
Polk County,OR,41053,349,87744,397.7,2022,NA
Sherman County,OR,41055,11,1801,Unreliable,2022,NA
Tillamook County,OR,41057,157,27442,572.1,2022,NA
Umatilla County,OR,41059,328,77752,421.9,2022,NA
Union County,OR,41061,124,26551,467.0,2022,NA
Wallowa County,OR,41063,48,7181,668.4,2022,NA
Wasco County,OR,41065,140,26403,530.2,2022,NA
Washington County,OR,41067,1565,603514,259.3,2022,NA
Wheeler County,OR,41069,10,1387,Unreliable,2022,NA
Yamhill County,OR,41071,412,107664,382.7,2022,NA
Adams County,PA,42001,484,102742,471.1,2022,NA
Allegheny County,PA,42003,5775,1211358,476.7,2022,NA
Armstrong County,PA,42005,392,64162,611.0,2022,NA
Beaver County,PA,42007,989,162575,608.3,2022,NA
Bedford County,PA,42009,288,47817,602.3,2022,NA
Berks County,PA,42011,1786,421017,424.2,2022,NA
Blair County,PA,42013,690,121007,570.2,2022,NA
Bradford County,PA,42015,342,60221,567.9,2022,NA
Bucks County,PA,42017,2861,627987,455.6,2022,NA
Butler County,PA,42019,929,189135,491.2,2022,NA
Cambria County,PA,42021,748,128672,581.3,2022,NA
Cameron County,PA,42023,43,4330,993.1,2022,NA
Carbon County,PA,42025,360,64081,561.8,2022,NA
Centre County,PA,42027,450,161496,278.6,2022,NA
Chester County,PA,42029,1720,526759,326.5,2022,NA
Clarion County,PA,42031,200,38305,522.1,2022,NA
Clearfield County,PA,42033,437,78612,555.9,2022,NA
Clinton County,PA,42035,174,37957,458.4,2022,NA
Columbia County,PA,42037,308,64842,475.0,2022,NA
Crawford County,PA,42039,472,83697,563.9,2022,NA
Cumberland County,PA,42041,1157,255857,452.2,2022,NA
Dauphin County,PA,42043,1201,279874,429.1,2022,NA
Delaware County,PA,42045,2285,566753,403.2,2022,NA
Elk County,PA,42047,178,29607,601.2,2022,NA
Erie County,PA,42049,1290,268426,480.6,2022,NA
Fayette County,PA,42051,834,128126,650.9,2022,NA
Forest County,PA,42053,36,6965,516.9,2022,NA
Franklin County,PA,42055,780,155637,501.2,2022,NA
Fulton County,PA,42057,80,14501,551.7,2022,NA
Greene County,PA,42059,198,35621,555.9,2022,NA
Huntingdon County,PA,42061,208,44590,466.5,2022,NA
Indiana County,PA,42063,419,83664,500.8,2022,NA
Jefferson County,PA,42065,248,43108,575.3,2022,NA
Juniata County,PA,42067,132,24619,536.2,2022,NA
Lackawanna County,PA,42069,1163,208989,556.5,2022,NA
Lancaster County,PA,42071,2375,546192,434.8,2022,NA
Lawrence County,PA,42073,525,85083,617.0,2022,NA
Lebanon County,PA,42075,721,141663,509.0,2022,NA
Lehigh County,PA,42077,1463,370802,394.6,2022,NA
Luzerne County,PA,42079,1741,316982,549.2,2022,NA
Lycoming County,PA,42081,588,113209,519.4,2022,NA
Mc Kean County,PA,42083,257,40333,637.2,2022,NA
Mercer County,PA,42085,654,108545,602.5,2022,NA
Mifflin County,PA,42087,252,46064,547.1,2022,NA
Monroe County,PA,42089,753,170154,442.5,2022,NA
Montgomery County,PA,42091,3283,833869,393.7,2022,NA
Montour County,PA,42093,104,18042,576.4,2022,NA
Northampton County,PA,42095,1434,305892,468.8,2022,NA
Northumberland County,PA,42097,469,90258,519.6,2022,NA
Perry County,PA,42099,227,46212,491.2,2022,NA
Philadelphia County,PA,42101,6332,1578487,401.1,2022,NA
Pike County,PA,42103,274,56072,488.7,2022,NA
Potter County,PA,42105,89,16453,540.9,2022,NA
Schuylkill County,PA,42107,835,140709,593.4,2022,NA
Snyder County,PA,42109,169,40317,419.2,2022,NA
Somerset County,PA,42111,459,72916,629.5,2022,NA
Sullivan County,PA,42113,33,5913,558.1,2022,NA
Susquehanna County,PA,42115,241,40006,602.4,2022,NA
Tioga County,PA,42117,226,40381,559.7,2022,NA
Union County,PA,42119,165,44294,372.5,2022,NA
Venango County,PA,42121,323,50328,641.8,2022,NA
Warren County,PA,42123,217,38911,557.7,2022,NA
Washington County,PA,42125,1079,206803,521.8,2022,NA
Wayne County,PA,42127,272,51163,531.6,2022,NA
Westmoreland County,PA,42129,1989,347087,573.1,2022,NA
Wyoming County,PA,42131,136,26557,512.1,2022,NA
York County,PA,42133,1990,450448,441.8,2022,NA
Bristol County,RI,44001,196,48350,405.4,2022,NA
Kent County,RI,44003,770,164646,467.7,2022,NA
Newport County,RI,44005,351,81836,428.9,2022,NA
Providence County,RI,44007,2431,636547,381.9,2022,NA
Washington County,RI,44009,548,125746,435.8,2022,NA
Abbeville County,SC,45001,120,24404,491.7,2022,NA
Aiken County,SC,45003,846,172895,489.3,2022,NA
Allendale County,SC,45005,36,8331,432.1,2022,NA
Anderson County,SC,45007,1003,204353,490.8,2022,NA
Bamberg County,SC,45009,86,13906,618.4,2022,NA
Barnwell County,SC,45011,106,20805,509.5,2022,NA
Beaufort County,SC,45013,757,195656,386.9,2022,NA
Berkeley County,SC,45015,762,235987,322.9,2022,NA
Calhoun County,SC,45017,86,14554,590.9,2022,NA
Charleston County,SC,45019,1314,417981,314.4,2022,NA
Cherokee County,SC,45021,273,57316,476.3,2022,NA
Chester County,SC,45023,189,32232,586.4,2022,NA
Chesterfield County,SC,45025,276,45606,605.2,2022,NA
Clarendon County,SC,45027,197,33415,589.6,2022,NA
Colleton County,SC,45029,219,37481,584.3,2022,NA
Darlington County,SC,45031,377,66509,566.8,2022,NA
Dillon County,SC,45033,178,30367,586.2,2022,NA
Dorchester County,SC,45035,521,165737,314.4,2022,NA
Edgefield County,SC,45037,124,27120,457.2,2022,NA
Fairfield County,SC,45039,137,22059,621.1,2022,NA
Florence County,SC,45041,661,137588,480.4,2022,NA
Georgetown County,SC,45043,340,63353,536.7,2022,NA
Greenville County,SC,45045,2047,532486,384.4,2022,NA
Greenwood County,SC,45047,350,71074,492.4,2022,NA
Hampton County,SC,45049,98,18053,542.8,2022,NA
Horry County,SC,45051,1916,365449,524.3,2022,NA
Jasper County,SC,45053,134,31588,424.2,2022,NA
Kershaw County,SC,45055,348,67472,515.8,2022,NA
Lancaster County,SC,45057,418,100926,414.2,2022,NA
Laurens County,SC,45059,322,67883,474.3,2022,NA
Lee County,SC,45061,98,16701,586.8,2022,NA
Lexington County,SC,45063,1154,303946,379.7,2022,NA
McCormick County,SC,45065,62,9430,657.5,2022,NA
Marion County,SC,45067,147,30158,487.4,2022,NA
Marlboro County,SC,45069,143,25581,559.0,2022,NA
Newberry County,SC,45071,192,38445,499.4,2022,NA
Oconee County,SC,45073,419,80015,523.7,2022,NA
Orangeburg County,SC,45075,483,85343,566.0,2022,NA
Pickens County,SC,45077,568,127983,443.8,2022,NA
Richland County,SC,45079,1356,419051,323.6,2022,NA
Saluda County,SC,45081,107,20315,526.7,2022,NA
Spartanburg County,SC,45083,1423,326205,436.2,2022,NA
Sumter County,SC,45085,469,106360,441.0,2022,NA
Union County,SC,45087,162,26991,600.2,2022,NA
Williamsburg County,SC,45089,157,29825,526.4,2022,NA
York County,SC,45091,1048,289105,362.5,2022,NA
Beadle County,SD,46005,78,18513,421.3,2022,NA
Bennett County,SD,46007,16,3399,Unreliable,2022,NA
Bon Homme County,SD,46009,22,6848,321.3,2022,NA
Brookings County,SD,46011,93,35603,261.2,2022,NA
Brown County,SD,46013,139,38738,358.8,2022,NA
Brule County,SD,46015,17,5254,Unreliable,2022,NA
Buffalo County,SD,46017,13,1956,Unreliable,2022,NA
Butte County,SD,46019,36,10538,341.6,2022,NA
Charles Mix County,SD,46023,27,9262,291.5,2022,NA
Clark County,SD,46025,20,3802,526.0,2022,NA
Clay County,SD,46027,36,14246,252.7,2022,NA
Codington County,SD,46029,106,28186,376.1,2022,NA
Corson County,SD,46031,23,4031,570.6,2022,NA
Custer County,SD,46033,41,9017,454.7,2022,NA
Davison County,SD,46035,77,19812,388.7,2022,NA
Day County,SD,46037,32,5345,598.7,2022,NA
Deuel County,SD,46039,32,4346,736.3,2022,NA
Dewey County,SD,46041,41,5789,708.2,2022,NA
Douglas County,SD,46043,15,2906,Unreliable,2022,NA
Edmunds County,SD,46045,14,3817,Unreliable,2022,NA
Fall River County,SD,46047,66,6708,983.9,2022,NA
Faulk County,SD,46049,17,2306,Unreliable,2022,NA
Grant County,SD,46051,31,7000,442.9,2022,NA
Gregory County,SD,46053,15,4219,Unreliable,2022,NA
Hamlin County,SD,46057,15,6234,Unreliable,2022,NA
Hand County,SD,46059,26,3127,831.5,2022,NA
Hughes County,SD,46065,75,17336,432.6,2022,NA
Hutchinson County,SD,46067,36,7282,494.4,2022,NA
Jackson County,SD,46071,10,3321,Unreliable,2022,NA
Kingsbury County,SD,46077,32,4987,641.7,2022,NA
Lake County,SD,46079,51,12488,408.4,2022,NA
Lawrence County,SD,46081,95,26221,362.3,2022,NA
Lincoln County,SD,46083,145,63019,230.1,2022,NA
Lyman County,SD,46085,16,3797,Unreliable,2022,NA
McCook County,SD,46087,33,5520,597.8,2022,NA
McPherson County,SD,46089,14,2363,Unreliable,2022,NA
Marshall County,SD,46091,26,4884,532.4,2022,NA
Meade County,SD,46093,87,28588,304.3,2022,NA
Mellette County,SD,46095,16,2089,Unreliable,2022,NA
Miner County,SD,46097,18,2202,Unreliable,2022,NA
Minnehaha County,SD,46099,637,196659,323.9,2022,NA
Moody County,SD,46101,32,6525,490.4,2022,NA
Pennington County,SD,46103,414,115926,357.1,2022,NA
Perkins County,SD,46105,20,2832,706.2,2022,NA
Potter County,SD,46107,12,2163,Unreliable,2022,NA
Roberts County,SD,46109,59,10331,571.1,2022,NA
Sanborn County,SD,46111,17,2322,Unreliable,2022,NA
Shannon County,SD,46113,48,14070,341.2,2022,NA
Spink County,SD,46115,29,6319,458.9,2022,NA
Todd County,SD,46121,43,10313,416.9,2022,NA
Tripp County,SD,46123,25,5377,464.9,2022,NA
Turner County,SD,46125,44,8368,525.8,2022,NA
Union County,SD,46127,49,16192,302.6,2022,NA
Walworth County,SD,46129,27,5336,506.0,2022,NA
Yankton County,SD,46135,100,22742,439.7,2022,NA
Anderson County,TN,47001,476,77558,613.7,2022,NA
Bedford County,TN,47003,234,50179,466.3,2022,NA
Benton County,TN,47005,113,16131,700.5,2022,NA
Bledsoe County,TN,47007,64,15223,420.4,2022,NA
Blount County,TN,47009,810,134751,601.1,2022,NA
Bradley County,TN,47011,591,109071,541.8,2022,NA
Campbell County,TN,47013,266,39837,667.7,2022,NA
Cannon County,TN,47015,77,14847,518.6,2022,NA
Carroll County,TN,47017,207,27779,745.2,2022,NA
Carter County,TN,47019,367,56418,650.5,2022,NA
Cheatham County,TN,47021,200,41101,486.6,2022,NA
Chester County,TN,47023,99,17432,567.9,2022,NA
Claiborne County,TN,47025,197,32023,615.2,2022,NA
Clay County,TN,47027,70,7629,917.6,2022,NA
Cocke County,TN,47029,294,36225,811.6,2022,NA
Coffee County,TN,47031,413,57632,716.6,2022,NA
Crockett County,TN,47033,75,14180,528.9,2022,NA
Cumberland County,TN,47035,438,61603,711.0,2022,NA
Davidson County,TN,47037,2202,694176,317.2,2022,NA
Decatur County,TN,47039,80,11601,689.6,2022,NA
DeKalb County,TN,47041,117,20837,561.5,2022,NA
Dickson County,TN,47043,267,54376,491.0,2022,NA
Dyer County,TN,47045,222,36693,605.0,2022,NA
Fayette County,TN,47047,241,41620,579.0,2022,NA
Fentress County,TN,47049,124,18787,660.0,2022,NA
Franklin County,TN,47051,257,42485,604.9,2022,NA
Gibson County,TN,47053,313,49159,636.7,2022,NA
Giles County,TN,47055,199,29530,673.9,2022,NA
Grainger County,TN,47057,145,23565,615.3,2022,NA
Greene County,TN,47059,470,69571,675.6,2022,NA
Grundy County,TN,47061,92,13485,682.2,2022,NA
Hamblen County,TN,47063,403,65110,619.0,2022,NA
Hamilton County,TN,47065,1721,371662,463.1,2022,NA
Hancock County,TN,47067,54,6493,831.7,2022,NA
Hardeman County,TN,47069,151,24836,608.0,2022,NA
Hardin County,TN,47071,163,25583,637.1,2022,NA
Hawkins County,TN,47073,416,56775,732.7,2022,NA
Haywood County,TN,47075,101,17002,594.0,2022,NA
Henderson County,TN,47077,174,28076,619.7,2022,NA
Henry County,TN,47079,242,32056,754.9,2022,NA
Hickman County,TN,47081,171,25387,673.6,2022,NA
Houston County,TN,47083,51,8292,615.1,2022,NA
Humphreys County,TN,47085,101,18590,543.3,2022,NA
Jackson County,TN,47087,88,11864,741.7,2022,NA
Jefferson County,TN,47089,313,55307,565.9,2022,NA
Johnson County,TN,47091,117,17849,655.5,2022,NA
Knox County,TN,47093,2292,475609,481.9,2022,NA
Lake County,TN,47095,51,6988,729.8,2022,NA
Lauderdale County,TN,47097,140,25451,550.1,2022,NA
Lawrence County,TN,47099,287,44432,645.9,2022,NA
Lewis County,TN,47101,91,12363,736.1,2022,NA
Lincoln County,TN,47103,230,34540,665.9,2022,NA
Loudon County,TN,47105,360,54910,655.6,2022,NA
McMinn County,TN,47107,376,54208,693.6,2022,NA
McNairy County,TN,47109,179,25696,696.6,2022,NA
Macon County,TN,47111,151,24827,608.2,2022,NA
Madison County,TN,47113,492,98360,500.2,2022,NA
Marion County,TN,47115,175,28924,605.0,2022,NA
Marshall County,TN,47117,164,35016,468.4,2022,NA
Maury County,TN,47119,501,99590,503.1,2022,NA
Meigs County,TN,47121,94,12532,750.1,2022,NA
Monroe County,TN,47123,272,47177,576.6,2022,NA
Montgomery County,TN,47125,688,214251,321.1,2022,NA
Moore County,TN,47127,31,6438,481.5,2022,NA
Morgan County,TN,47129,135,21431,629.9,2022,NA
Obion County,TN,47131,184,30131,610.7,2022,NA
Overton County,TN,47133,141,22566,624.8,2022,NA
Perry County,TN,47135,58,8099,716.1,2022,NA
Pickett County,TN,47137,41,5061,810.1,2022,NA
Polk County,TN,47139,123,16835,730.6,2022,NA
Putnam County,TN,47141,406,80929,501.7,2022,NA
Rhea County,TN,47143,219,33443,654.8,2022,NA
Roane County,TN,47145,352,53841,653.8,2022,NA
Robertson County,TN,47147,424,72275,586.6,2022,NA
Rutherford County,TN,47149,1069,339261,315.1,2022,NA
Scott County,TN,47151,119,22090,538.7,2022,NA
Sequatchie County,TN,47153,75,15176,494.2,2022,NA
Sevier County,TN,47155,510,99244,513.9,2022,NA
Shelby County,TN,47157,4247,936017,453.7,2022,NA
Smith County,TN,47159,114,20285,562.0,2022,NA
Stewart County,TN,47161,96,13859,692.7,2022,NA
Sullivan County,TN,47163,1063,158755,669.6,2022,NA
Sumner County,TN,47165,835,195561,427.0,2022,NA
Tipton County,TN,47167,327,61918,528.1,2022,NA
Trousdale County,TN,47169,48,11455,419.0,2022,NA
Unicoi County,TN,47171,130,17755,732.2,2022,NA
Union County,TN,47173,103,20187,510.2,2022,NA
Van Buren County,TN,47175,32,5947,538.1,2022,NA
Warren County,TN,47177,247,41605,593.7,2022,NA
Washington County,TN,47179,715,130367,548.5,2022,NA
Wayne County,TN,47181,101,16524,611.2,2022,NA
Weakley County,TN,47183,209,33334,627.0,2022,NA
White County,TN,47185,169,27707,610.0,2022,NA
Williamson County,TN,47187,700,245348,285.3,2022,NA
Wilson County,TN,47189,559,148130,377.4,2022,NA
Anderson County,TX,48001,291,57805,503.4,2022,NA
Andrews County,TX,48003,60,18879,317.8,2022,NA
Angelina County,TX,48005,423,86796,487.3,2022,NA
Aransas County,TX,48007,155,23814,650.9,2022,NA
Archer County,TX,48009,40,8730,458.2,2022,NA
Armstrong County,TX,48011,13,1869,Unreliable,2022,NA
Atascosa County,TX,48013,217,51724,419.5,2022,NA
Austin County,TX,48015,150,29972,500.5,2022,NA
Bailey County,TX,48017,22,6697,328.5,2022,NA
Bandera County,TX,48019,133,23861,557.4,2022,NA
Bastrop County,TX,48021,346,91601,377.7,2022,NA
Baylor County,TX,48023,30,3518,852.8,2022,NA
Bee County,TX,48025,134,32513,412.1,2022,NA
Bell County,TX,48027,1201,369927,324.7,2022,NA
Bexar County,TX,48029,6551,2026823,323.2,2022,NA
Blanco County,TX,48031,53,12269,432.0,2022,NA
Bosque County,TX,48035,114,18603,612.8,2022,NA
Bowie County,TX,48037,510,93481,545.6,2022,NA
Brazoria County,TX,48039,1132,380518,297.5,2022,NA
Brazos County,TX,48041,525,232555,225.8,2022,NA
Brewster County,TX,48043,23,9237,249.0,2022,NA
Brooks County,TX,48047,41,6964,588.7,2022,NA
Brown County,TX,48049,265,37633,704.2,2022,NA
Burleson County,TX,48051,91,18514,491.5,2022,NA
Burnet County,TX,48053,243,49653,489.4,2022,NA
Caldwell County,TX,48055,168,43979,382.0,2022,NA
Calhoun County,TX,48057,101,21001,480.9,2022,NA
Callahan County,TX,48059,73,14110,517.4,2022,NA
Cameron County,TX,48061,1479,424180,348.7,2022,NA
Camp County,TX,48063,68,13060,520.7,2022,NA
Carson County,TX,48065,38,5854,649.1,2022,NA
Cass County,TX,48067,200,29879,669.4,2022,NA
Castro County,TX,48069,20,7396,270.4,2022,NA
Chambers County,TX,48071,135,45590,296.1,2022,NA
Cherokee County,TX,48073,240,52875,453.9,2022,NA
Childress County,TX,48075,32,7143,448.0,2022,NA
Clay County,TX,48077,64,10550,606.6,2022,NA
Cochran County,TX,48079,13,2897,Unreliable,2022,NA
Coke County,TX,48081,26,3323,782.4,2022,NA
Coleman County,TX,48083,63,8100,777.8,2022,NA
Collin County,TX,48085,2465,1072069,229.9,2022,NA
Collingsworth County,TX,48087,13,2877,Unreliable,2022,NA
Colorado County,TX,48089,129,21610,596.9,2022,NA
Comal County,TX,48091,661,164812,401.1,2022,NA
Comanche County,TX,48093,88,13750,640.0,2022,NA
Concho County,TX,48095,10,2827,Unreliable,2022,NA
Cooke County,TX,48097,192,41393,463.8,2022,NA
Coryell County,TX,48099,261,76737,340.1,2022,NA
Crane County,TX,48103,19,4765,Unreliable,2022,NA
Crockett County,TX,48105,16,3513,Unreliable,2022,NA
Crosby County,TX,48107,21,5567,377.2,2022,NA
Culberson County,TX,48109,14,2149,Unreliable,2022,NA
Dallam County,TX,48111,27,7273,371.2,2022,NA
Dallas County,TX,48113,7522,2635888,285.4,2022,NA
Dawson County,TX,48115,77,12974,593.5,2022,NA
Deaf Smith County,TX,48117,58,18277,317.3,2022,NA
Delta County,TX,48119,35,5349,654.3,2022,NA
Denton County,TX,48121,2110,919324,229.5,2022,NA
DeWitt County,TX,48123,95,20174,470.9,2022,NA
Dickens County,TX,48125,10,2140,Unreliable,2022,NA
Dimmit County,TX,48127,42,9925,423.2,2022,NA
Donley County,TX,48129,31,3308,937.1,2022,NA
Duval County,TX,48131,64,11058,578.8,2022,NA
Eastland County,TX,48133,138,18388,750.5,2022,NA
Ector County,TX,48135,637,167701,379.8,2022,NA
Edwards County,TX,48137,13,1923,Unreliable,2022,NA
Ellis County,TX,48139,639,191760,333.2,2022,NA
El Paso County,TX,48141,2816,841286,334.7,2022,NA
Erath County,TX,48143,149,43224,344.7,2022,NA
Falls County,TX,48145,84,17275,486.3,2022,NA
Fannin County,TX,48147,217,35913,604.2,2022,NA
Fayette County,TX,48149,149,25547,583.2,2022,NA
Fisher County,TX,48151,26,3784,687.1,2022,NA
Floyd County,TX,48153,40,5672,705.2,2022,NA
Foard County,TX,48155,11,1135,Unreliable,2022,NA
Fort Bend County,TX,48157,1761,839706,209.7,2022,NA
Franklin County,TX,48159,63,10821,582.2,2022,NA
Freestone County,TX,48161,107,19874,538.4,2022,NA
Frio County,TX,48163,78,20379,382.7,2022,NA
Gaines County,TX,48165,64,21996,291.0,2022,NA
Galveston County,TX,48167,1314,345089,380.8,2022,NA
Garza County,TX,48169,24,6222,385.7,2022,NA
Gillespie County,TX,48171,175,26960,649.1,2022,NA
Goliad County,TX,48175,37,7626,485.2,2022,NA
Gonzales County,TX,48177,76,20948,362.8,2022,NA
Gray County,TX,48179,117,21658,540.2,2022,NA
Grayson County,TX,48181,694,138318,501.7,2022,NA
Gregg County,TX,48183,661,124229,532.1,2022,NA
Grimes County,TX,48185,136,29614,459.2,2022,NA
Guadalupe County,TX,48187,547,170608,320.6,2022,NA
Hale County,TX,48189,132,32754,403.0,2022,NA
Hall County,TX,48191,30,2939,1020.8,2022,NA
Hamilton County,TX,48193,54,8557,631.1,2022,NA
Hansford County,TX,48195,27,5279,511.5,2022,NA
Hardeman County,TX,48197,27,4011,673.1,2022,NA
Hardin County,TX,48199,256,58305,439.1,2022,NA
Harris County,TX,48201,12128,4738253,256.0,2022,NA
Harrison County,TX,48203,298,66386,448.9,2022,NA
Hartley County,TX,48205,19,5443,Unreliable,2022,NA
Haskell County,TX,48207,17,5754,Unreliable,2022,NA
Hays County,TX,48209,599,241365,248.2,2022,NA
Hemphill County,TX,48211,22,3777,582.5,2022,NA
